locus_tag	ftype	length_bp	gene	EC_number	COG	product
BJKHBEAE_00983	CDS	996	flk			Flagellar regulator flk
BJKHBEAE_00984	CDS	1137	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
BJKHBEAE_00985	CDS	1014	usg		COG0136	USG-1 protein
BJKHBEAE_00986	CDS	813	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
BJKHBEAE_00987	CDS	660	dedA		COG0586	Protein DedA
BJKHBEAE_00988	CDS	915	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
BJKHBEAE_00989	CDS	1269	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
BJKHBEAE_00990	CDS	663	dedD		COG3147	Cell division protein DedD
BJKHBEAE_00991	CDS	489	cvpA		COG1286	Colicin V production protein
BJKHBEAE_00992	CDS	1518	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
BJKHBEAE_00993	CDS	570	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
BJKHBEAE_00994	CDS	783	argT		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
BJKHBEAE_00995	CDS	783	hisJ		COG0834	Histidine-binding periplasmic protein
BJKHBEAE_00996	CDS	687	hisQ		COG4215	Histidine/lysine/arginine/ornithine transport system permease protein HisQ
BJKHBEAE_00997	CDS	717	hisM		COG4160	Histidine/lysine/arginine/ornithine transport system permease protein HisM
BJKHBEAE_00998	CDS	774	hisP	7.4.2.1	COG4598	Histidine/lysine/arginine/ornithine transport ATP-binding protein HisP
BJKHBEAE_00999	CDS	891				ISNCY family transposase ISSen7
BJKHBEAE_01000	CDS	894				Epimerase family protein
BJKHBEAE_01001	CDS	363	folX	5.1.99.7	COG1539	Dihydroneopterin triphosphate 2'-epimerase
BJKHBEAE_01002	CDS	648	yfcG	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
BJKHBEAE_01003	CDS	645	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
BJKHBEAE_01004	CDS	552	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
BJKHBEAE_01005	CDS	543	yfcD	3.6.-.-	COG1443	putative Nudix hydrolase YfcD
BJKHBEAE_01006	CDS	1479				hypothetical protein
BJKHBEAE_01007	CDS	2145	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
BJKHBEAE_01008	CDS	1203	ackA	2.7.2.1	COG0282	Acetate kinase
BJKHBEAE_01009	CDS	456				hypothetical protein
BJKHBEAE_01010	CDS	495				hypothetical protein
BJKHBEAE_01011	CDS	651	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
BJKHBEAE_01012	CDS	1833				hypothetical protein
BJKHBEAE_01013	CDS	600	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
BJKHBEAE_01014	CDS	1218	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
BJKHBEAE_01015	CDS	939	lrhA		COG0583	putative HTH-type transcriptional regulator LrhA
BJKHBEAE_01016	CDS	165				hypothetical protein
BJKHBEAE_01017	CDS	444	nuoA	7.1.1.-	COG0838	NADH-quinone oxidoreductase subunit A
BJKHBEAE_01018	CDS	663	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
BJKHBEAE_01019	CDS	1803	nuoC	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit C/D
BJKHBEAE_01020	CDS	501	nuoE	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit E
BJKHBEAE_01021	CDS	1338	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
BJKHBEAE_01022	CDS	2727	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
BJKHBEAE_01023	CDS	978	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
BJKHBEAE_01024	CDS	543	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
BJKHBEAE_01025	CDS	555	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
BJKHBEAE_01026	CDS	303	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
BJKHBEAE_01027	CDS	1842	nuoL_1	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
BJKHBEAE_01028	CDS	1530	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
BJKHBEAE_01029	CDS	1458	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
BJKHBEAE_01030	CDS	849				hypothetical protein
BJKHBEAE_01031	CDS	423				hypothetical protein
BJKHBEAE_01032	CDS	717				hypothetical protein
BJKHBEAE_01033	CDS	504	yfbM			Protein YfbM
BJKHBEAE_01034	CDS	972				hypothetical protein
BJKHBEAE_01035	CDS	1728				hypothetical protein
BJKHBEAE_01036	CDS	1209	elaD	3.4.22.-	COG5160	Protease ElaD
BJKHBEAE_01037	CDS	918	rbn	3.1.-.-	COG1234	Ribonuclease BN
BJKHBEAE_01038	CDS	462	elaA		COG2153	Protein ElaA
BJKHBEAE_01039	CDS	306	elaB		COG4575	Protein ElaB
BJKHBEAE_01040	CDS	1296	menF	5.4.4.2	COG1169	Isochorismate synthase MenF
BJKHBEAE_01041	CDS	1671	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
BJKHBEAE_01042	CDS	759	menH	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
BJKHBEAE_01043	CDS	858	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
BJKHBEAE_01044	CDS	963	menC	4.2.1.113	COG1441	o-succinylbenzoate synthase
BJKHBEAE_01045	CDS	1356	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
BJKHBEAE_01046	CDS	267	pmrD			Signal transduction protein PmrD
BJKHBEAE_01047	CDS	387	arnF		COG2076	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
BJKHBEAE_01048	CDS	336	arnE		COG2076	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
BJKHBEAE_01049	CDS	1653	arnT	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
BJKHBEAE_01050	CDS	891	arnD	3.5.1.-	COG0726	putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
BJKHBEAE_01051	CDS	1983	arnA		COG0223	Bifunctional polymyxin resistance protein ArnA
BJKHBEAE_01052	CDS	969	arnC_1	2.4.2.53	COG0463	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
BJKHBEAE_01053	CDS	1158	arnB	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
BJKHBEAE_01054	CDS	603	ais	3.1.3.-	COG0406	Lipopolysaccharide core heptose(II)-phosphate phosphatase
BJKHBEAE_01055	CDS	426	nudI	3.6.1.9	COG0494	Nucleoside triphosphatase NudI
BJKHBEAE_01056	CDS	543				hypothetical protein
BJKHBEAE_01057	CDS	1203	pncC_2	3.5.1.42	COG1058	Nicotinamide-nucleotide amidohydrolase PncC
BJKHBEAE_01058	CDS	783	rhmR		COG1414	putative HTH-type transcriptional regulator RhmR
BJKHBEAE_01059	CDS	1206	rhmD	4.2.1.90	COG4948	L-rhamnonate dehydratase
BJKHBEAE_01060	CDS	1290	rhmT		COG2271	Inner membrane transport protein RhmT
BJKHBEAE_01061	CDS	804	rhmA	4.1.2.53	COG3836	2-keto-3-deoxy-L-rhamnonate aldolase
BJKHBEAE_01062	CDS	186				hypothetical protein
BJKHBEAE_01063	CDS	900				ISNCY family transposase ISSen7
BJKHBEAE_01064	CDS	1191	glpC		COG0247	Anaerobic glycerol-3-phosphate dehydrogenase subunit C
BJKHBEAE_01065	CDS	1260	glpB	1.1.5.3	COG3075	Anaerobic glycerol-3-phosphate dehydrogenase subunit B
BJKHBEAE_01066	CDS	1629	glpA	1.1.5.3	COG0578	Anaerobic glycerol-3-phosphate dehydrogenase subunit A
BJKHBEAE_01067	CDS	1359	glpT		COG2271	Glycerol-3-phosphate transporter
BJKHBEAE_01068	CDS	1077	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
BJKHBEAE_01069	CDS	207				hypothetical protein
BJKHBEAE_01070	CDS	651	inaA		COG3642	Protein InaA
BJKHBEAE_01071	CDS	255				hypothetical protein
BJKHBEAE_01072	CDS	1131	nrdB_1	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 1 subunit beta
BJKHBEAE_01073	CDS	2286	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
BJKHBEAE_01074	CDS	3705	yfaL		COG3468	putative autotransporter YfaL
BJKHBEAE_01075	CDS	723	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
BJKHBEAE_01076	CDS	2628	gyrA			DNA gyrase subunit A GyrA
BJKHBEAE_01077	CDS	1689				hypothetical protein
BJKHBEAE_01078	CDS	624				putative protein
BJKHBEAE_01079	CDS	3894				hypothetical protein
BJKHBEAE_01080	CDS	486				hypothetical protein
BJKHBEAE_01081	CDS	1650				hypothetical protein
BJKHBEAE_01082	CDS	777				hypothetical protein
BJKHBEAE_01083	CDS	1185	atoB_2	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
BJKHBEAE_01084	CDS	1323	atoE		COG2031	Putative short-chain fatty acid transporter
BJKHBEAE_01085	CDS	651	atoA	2.8.3.8	COG2057	Acetate CoA-transferase subunit beta
BJKHBEAE_01086	CDS	663	atoD	2.8.3.8	COG1788	Acetate CoA-transferase subunit alpha
BJKHBEAE_01087	CDS	1386	atoC		COG2204	Regulatory protein AtoC
BJKHBEAE_01088	CDS	1827	atoS	2.7.13.3	COG3852	Signal transduction histidine-protein kinase AtoS
BJKHBEAE_01089	CDS	2850	rcsC	2.7.13.3	COG0784	Sensor histidine kinase RcsC
BJKHBEAE_01090	CDS	651	rcsB		COG2197	Transcriptional regulatory protein RcsB
BJKHBEAE_01091	CDS	2673	rcsD	2.7.2.-	COG0642	Phosphotransferase RcsD
BJKHBEAE_01092	CDS	1104	ompC_2		COG3203	Outer membrane porin C
BJKHBEAE_01093	CDS	1056	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
BJKHBEAE_01094	CDS	1065	ada		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
BJKHBEAE_01095	CDS	651	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
BJKHBEAE_01096	CDS	1644	yojI		COG4615	ABC transporter ATP-binding/permease protein YojI
BJKHBEAE_01097	CDS	1647	mqo	1.1.5.4	COG0579	Malate:quinone oxidoreductase
BJKHBEAE_01098	CDS	489	eco		COG4574	Ecotin
BJKHBEAE_01099	CDS	165				hypothetical protein
BJKHBEAE_01100	CDS	495	napF		COG1145	Ferredoxin-type protein NapF
BJKHBEAE_01101	CDS	264	napD		COG3062	Chaperone NapD
BJKHBEAE_01102	CDS	2487	napA	1.9.6.1	COG0243	Periplasmic nitrate reductase
BJKHBEAE_01103	CDS	696	napG		COG0437	Ferredoxin-type protein NapG
BJKHBEAE_01104	CDS	864	napH		COG0348	Ferredoxin-type protein NapH
BJKHBEAE_01105	CDS	450	napB		COG3043	Periplasmic nitrate reductase, electron transfer subunit
BJKHBEAE_01106	CDS	603	napC		COG3005	Cytochrome c-type protein NapC
BJKHBEAE_01107	CDS	618	ccmA	7.6.2.5	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
BJKHBEAE_01108	CDS	663	ccmB		COG2386	Heme exporter protein B
BJKHBEAE_01109	CDS	738	ccmC		COG0755	Heme exporter protein C
BJKHBEAE_01110	CDS	210	ccmD		COG3114	Heme exporter protein D
BJKHBEAE_01111	CDS	480	ccmE		COG2332	Cytochrome c-type biogenesis protein CcmE
BJKHBEAE_01112	CDS	1944	ccmF_1		COG1138	Cytochrome c-type biogenesis protein CcmF
BJKHBEAE_01113	CDS	558	dsbE		COG0526	Thiol:disulfide interchange protein DsbE
BJKHBEAE_01114	CDS	1053	ccmH_1		COG3088	Cytochrome c-type biogenesis protein CcmH
BJKHBEAE_01115	CDS	648	narL_1		COG2197	Nitrate/nitrite response regulator protein NarL
BJKHBEAE_01116	rRNA	112				5S ribosomal RNA
BJKHBEAE_01117	CDS	1299	kgtP		COG0477	Alpha-ketoglutarate permease
BJKHBEAE_01118	CDS	273				hypothetical protein
BJKHBEAE_01119	CDS	1356	pssA	2.7.8.8	COG1502	CDP-diacylglycerol--serine O-phosphatidyltransferase PssA
BJKHBEAE_01120	CDS	2661	patZ	2.3.1.-	COG0045	Peptidyl-lysine N-acetyltransferase PatZ
BJKHBEAE_01121	CDS	699	tapT	2.5.1.25	COG3148	tRNA-uridine aminocarboxypropyltransferase
BJKHBEAE_01122	CDS	420	trxC	1.8.1.8	COG3118	Thioredoxin 2
BJKHBEAE_01123	CDS	1038	yfiF	2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase YfiF
BJKHBEAE_01124	CDS	690	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
BJKHBEAE_01125	CDS	384	grcA		COG3445	Autonomous glycyl radical cofactor
BJKHBEAE_01126	CDS	588	eamB		COG1280	Cysteine/O-acetylserine efflux protein
BJKHBEAE_01127	CDS	882	cmpR		COG0583	HTH-type transcriptional activator CmpR
BJKHBEAE_01128	CDS	1335	srmB	3.6.4.13	COG0513	ATP-dependent RNA helicase SrmB
BJKHBEAE_01129	CDS	738	yfiC	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
BJKHBEAE_01130	CDS	1623	nadB	1.4.3.16	COG0029	L-aspartate oxidase
BJKHBEAE_01131	CDS	576	rpoE		COG1595	ECF RNA polymerase sigma-E factor
BJKHBEAE_01132	CDS	651	rseA		COG3073	Anti-sigma-E factor RseA
BJKHBEAE_01133	CDS	957	rseB		COG3026	Sigma-E factor regulatory protein RseB
BJKHBEAE_01134	CDS	480	rseC		COG3086	Protein RseC
BJKHBEAE_01135	CDS	1800	lepA	3.6.5.-	COG0481	Elongation factor 4
BJKHBEAE_01136	CDS	975	lepB	3.4.21.89	COG0681	Signal peptidase I
BJKHBEAE_01137	CDS	681	rnc	3.1.26.3	COG0571	Ribonuclease 3
BJKHBEAE_01138	CDS	906	era_2		COG1159	GTPase Era
BJKHBEAE_01139	CDS	729	recO		COG1381	DNA repair protein RecO
BJKHBEAE_01140	CDS	732	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
BJKHBEAE_01141	CDS	381	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
BJKHBEAE_01142	CDS	261	yfhL		COG1145	Ferredoxin YfhL
BJKHBEAE_01143	CDS	849	murR_1		COG1737	HTH-type transcriptional regulator MurR
BJKHBEAE_01144	CDS	636	pgpC	3.1.3.27	COG0560	Phosphatidylglycerophosphatase C
BJKHBEAE_01145	CDS	504	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
BJKHBEAE_01146	CDS	1557	mltF	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
BJKHBEAE_01147	CDS	3888	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
BJKHBEAE_01148	CDS	1383	glrK	2.7.13.3	COG2205	Sensor histidine kinase GlrK
BJKHBEAE_01149	CDS	714	qseG		COG3170	Quorum-sensing regulator protein G
BJKHBEAE_01150	CDS	1335	glrR		COG2204	Transcriptional regulatory protein GlrR
BJKHBEAE_01151	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II 1
BJKHBEAE_01152	CDS	1191	hmp	1.14.12.17	COG1017	Flavohemoprotein
BJKHBEAE_01153	CDS	1254	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
BJKHBEAE_01154	CDS	1194	mlc_2		COG1940	DNA-binding transcriptional repressor Mlc
BJKHBEAE_01155	CDS	3282	lapB_1			Lipopolysaccharide assembly protein B
BJKHBEAE_01156	CDS	984	yphF		COG1879	ABC transporter periplasmic-binding protein YphF
BJKHBEAE_01157	CDS	1512	mglA_1	7.5.2.11		Galactose/methyl galactoside import ATP-binding protein MglA
BJKHBEAE_01158	CDS	999	rbsC_1		COG1172	Ribose import permease protein RbsC
BJKHBEAE_01159	CDS	1062	gutB	1.1.1.-	COG1063	Sorbitol dehydrogenase
BJKHBEAE_01160	CDS	873	yphB		COG2017	putative protein YphB
BJKHBEAE_01161	CDS	423	yphA		COG2259	Inner membrane protein YphA
BJKHBEAE_01162	CDS	1203	hcaD	1.18.1.3	COG0446	3-phenylpropionate/cinnamic acid dioxygenase ferredoxin--NAD(+) reductase component
BJKHBEAE_01163	CDS	813	hcaB	1.3.1.87	COG1028	3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
BJKHBEAE_01164	CDS	321	hcaC		COG2146	3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit
BJKHBEAE_01165	CDS	519	hcaF	1.14.12.19	COG5517	3-phenylpropionate/cinnamic acid dioxygenase subunit beta
BJKHBEAE_01166	CDS	1362	hcaE	1.14.12.19	COG4638	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha
BJKHBEAE_01167	CDS	891	hcaR_2		COG0583	Hca operon transcriptional activator HcaR
BJKHBEAE_01168	CDS	1140	hcaT		COG2814	putative 3-phenylpropionic acid transporter
BJKHBEAE_01169	CDS	1281				hypothetical protein
BJKHBEAE_01170	CDS	855			COG1073	putative protein
BJKHBEAE_01171	CDS	804	suhB	3.1.3.25	COG0483	Nus factor SuhB
BJKHBEAE_01172	CDS	741	trmJ	2.1.1.200	COG0565	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
BJKHBEAE_01173	CDS	489	iscR		COG1959	HTH-type transcriptional regulator IscR
BJKHBEAE_01174	CDS	1215	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
BJKHBEAE_01175	CDS	387	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
BJKHBEAE_01176	CDS	324	iscA		COG0316	Iron-binding protein IscA
BJKHBEAE_01177	CDS	516	hscB		COG1076	Co-chaperone protein HscB
BJKHBEAE_01178	CDS	1851	hscA		COG0443	Chaperone protein HscA
BJKHBEAE_01179	CDS	336	fdx		COG0633	2Fe-2S ferredoxin
BJKHBEAE_01180	CDS	201	iscX		COG2975	Protein IscX
BJKHBEAE_01181	CDS	1284	pepB	3.4.11.23	COG0260	Peptidase B
BJKHBEAE_01182	CDS	777				hypothetical protein
BJKHBEAE_01183	CDS	846	sseA	2.8.1.2	COG2897	3-mercaptopyruvate sulfurtransferase
BJKHBEAE_01184	CDS	4962	yfhM		COG2373	Alpha-2-macroglobulin
BJKHBEAE_01185	CDS	2274	pbpC		COG4953	Penicillin-binding protein 1C
BJKHBEAE_01186	CDS	432	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
BJKHBEAE_01187	CDS	1155	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
BJKHBEAE_01188	CDS	1014	rodZ		COG1426	Cytoskeleton protein RodZ
BJKHBEAE_01189	CDS	1119	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
BJKHBEAE_01190	CDS	1275	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
BJKHBEAE_01191	CDS	621	yfgM		COG2976	Ancillary SecYEG translocon subunit
BJKHBEAE_01192	CDS	1179	bamB		COG1520	Outer membrane protein assembly factor BamB
BJKHBEAE_01193	CDS	1473	der		COG1160	GTPase Der
BJKHBEAE_01194	CDS	216	yfgJ		COG1645	putative protein YfgJ
BJKHBEAE_01195	CDS	1371	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
BJKHBEAE_01196	CDS	1467	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
BJKHBEAE_01197	CDS	1578	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
BJKHBEAE_01198	CDS	540				hypothetical protein
BJKHBEAE_01199	CDS	516				hypothetical protein
BJKHBEAE_01200	CDS	174	yfgG			Protein YfgG
BJKHBEAE_01201	CDS	153				hypothetical protein
BJKHBEAE_01202	CDS	2244	pdeF	3.1.4.52	COG2200	Cyclic di-GMP phosphodiesterase PdeF
BJKHBEAE_01203	CDS	1542	ppx	3.6.1.11	COG0248	Exopolyphosphatase
BJKHBEAE_01204	CDS	2067	ppk	2.7.4.1	COG0855	Polyphosphate kinase
BJKHBEAE_01205	CDS	639	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
BJKHBEAE_01206	CDS	1038	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
BJKHBEAE_01207	CDS	627	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
BJKHBEAE_01208	CDS	1290	uraA		COG2233	Uracil permease
BJKHBEAE_01209	CDS	747	hda		COG0593	DnaA regulatory inactivator Hda
BJKHBEAE_01210	CDS	360	yfgD		COG1393	putative protein YfgD
BJKHBEAE_01211	CDS	1464	bepA	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
BJKHBEAE_01212	CDS	1062	yhhT_1		COG0628	Putative transport protein YhhT
BJKHBEAE_01213	CDS	849	focB		COG2116	Formate channel FocB
BJKHBEAE_01214	CDS	2013	hyfR		COG3604	DNA-binding transcriptional activator HyfR
BJKHBEAE_01215	CDS	414				hypothetical protein
BJKHBEAE_01216	CDS	759	hycG_2		COG3260	Formate hydrogenlyase subunit 7
BJKHBEAE_01217	CDS	546	hycF_2		COG1143	Formate hydrogenlyase subunit 6
BJKHBEAE_01218	CDS	1668	hyfG	1.-.-.-	COG3261	Hydrogenase-4 component G
BJKHBEAE_01219	CDS	1581	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
BJKHBEAE_01220	CDS	651	hyfE	1.-.-.-	COG4237	Hydrogenase-4 component E
BJKHBEAE_01221	CDS	1440	nuoL_2	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
BJKHBEAE_01222	CDS	948	hyfC	1.-.-.-	COG0650	Hydrogenase-4 component C
BJKHBEAE_01223	CDS	2019	hyfB	1.-.-.-	COG0651	Hydrogenase-4 component B
BJKHBEAE_01224	CDS	618	hyfA	1.-.-.-	COG1142	Hydrogenase-4 component A
BJKHBEAE_01225	CDS	471	bcp	1.11.1.24	COG1225	Peroxiredoxin Bcp
BJKHBEAE_01226	CDS	573	gcvR		COG2716	Glycine cleavage system transcriptional repressor
BJKHBEAE_01227	CDS	879	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
BJKHBEAE_01228	CDS	1035	bamC		COG3317	Outer membrane protein assembly factor BamC
BJKHBEAE_01229	CDS	231				hypothetical protein
BJKHBEAE_01230	CDS	714	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
BJKHBEAE_01231	CDS	864			COG2321	putative protein
BJKHBEAE_01232	CDS	2016	tmcA	2.3.1.193	COG1444	tRNA(Met) cytidine acetyltransferase TmcA
BJKHBEAE_01233	CDS	699				hypothetical protein
BJKHBEAE_01234	CDS	201				hypothetical protein
BJKHBEAE_01235	CDS	1128	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
BJKHBEAE_01236	CDS	357	yffB		COG1393	Protein YffB
BJKHBEAE_01237	CDS	3114	acrB_1			multidrug efflux RND transporter permease subunit AcrB
BJKHBEAE_01238	CDS	1701	narQ	2.7.13.3	COG3850	Nitrate/nitrite sensor protein NarQ
BJKHBEAE_01239	CDS	1980	aegA_2		COG0493	Putative oxidoreductase AegA
BJKHBEAE_01240	CDS	576	nudK	3.6.1.-	COG0494	GDP-mannose pyrophosphatase
BJKHBEAE_01241	CDS	1044				hypothetical protein
BJKHBEAE_01242	CDS	2004	tktB	2.2.1.1	COG0021	Transketolase 2
BJKHBEAE_01243	CDS	951	talB_1	2.2.1.2	COG0176	Transaldolase B
BJKHBEAE_01244	CDS	2280	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
BJKHBEAE_01245	CDS	336	eutS		COG4810	Bacterial microcompartment shell protein EutS
BJKHBEAE_01246	CDS	480	eutP	2.7.2.1		putative acetate kinase EutP
BJKHBEAE_01247	CDS	702	eutQ	2.7.2.1	COG4766	Acetate kinase EutQ
BJKHBEAE_01248	CDS	804	eutT	2.5.1.154		Corrinoid adenosyltransferase EutT
BJKHBEAE_01249	CDS	1017	eutD	2.3.1.8	COG0280	Phosphate acetyltransferase EutD
BJKHBEAE_01250	CDS	294	eutM		COG4577	Bacterial microcompartment shell protein EutM
BJKHBEAE_01251	CDS	288	eutN		COG4576	Bacterial microcompartment shell vertex protein EutN
BJKHBEAE_01252	CDS	1404	eutE	1.2.1.10		Acetaldehyde dehydrogenase (acetylating) EutE
BJKHBEAE_01253	CDS	837	eutJ			Ethanolamine utilization protein EutJ
BJKHBEAE_01254	CDS	1188	eutG	1.1.1.1		putative alcohol dehydrogenase EutG
BJKHBEAE_01255	CDS	1227	eutH			putative ethanolamine permease EutH
BJKHBEAE_01256	CDS	1404	eutA		COG4819	Ethanolamine ammonia-lyase reactivase EutA
BJKHBEAE_01257	CDS	810				hypothetical protein
BJKHBEAE_01258	CDS	393				hypothetical protein
BJKHBEAE_01259	CDS	378				hypothetical protein
BJKHBEAE_01260	CDS	594				hypothetical protein
BJKHBEAE_01261	CDS	417				hypothetical protein
BJKHBEAE_01262	CDS	369				hypothetical protein
BJKHBEAE_01263	CDS	243				hypothetical protein
BJKHBEAE_01264	CDS	528				hypothetical protein
BJKHBEAE_01265	CDS	1209	intS_2		COG0582	Prophage integrase IntS
BJKHBEAE_01266	CDS	1362	eutB	4.3.1.7	COG4303	Ethanolamine ammonia-lyase large subunit
BJKHBEAE_01267	CDS	888	eutC	4.3.1.7	COG4302	Ethanolamine ammonia-lyase small subunit
BJKHBEAE_01268	CDS	660	eutL		COG4816	Bacterial microcompartment shell protein EutL
BJKHBEAE_01269	CDS	501	eutK		COG4577	Bacterial microcompartment shell protein EutK
BJKHBEAE_01270	CDS	1053	eutR			HTH-type DNA-binding transcriptional activator EutR
BJKHBEAE_01271	CDS	900	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
BJKHBEAE_01272	CDS	870	amiA	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiA
BJKHBEAE_01273	CDS	426	ypeA	2.3.1.-	COG0456	Acetyltransferase YpeA
BJKHBEAE_01274	CDS	450	yfeZ			Inner membrane protein YfeZ
BJKHBEAE_01275	CDS	576	yfeY			putative protein YfeY
BJKHBEAE_01276	CDS	900	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
BJKHBEAE_01277	CDS	1305	yfeW	3.4.16.4	COG1680	Putative D-alanyl-D-alanine carboxypeptidase
BJKHBEAE_01278	CDS	1425	murP		COG1263	PTS system N-acetylmuramic acid-specific EIIBC component
BJKHBEAE_01279	CDS	897	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
BJKHBEAE_01280	CDS	858	murR_2		COG1737	HTH-type transcriptional regulator MurR
BJKHBEAE_01281	CDS	792	ucpA	1.-.-.-	COG1028	Oxidoreductase UcpA
BJKHBEAE_01282	CDS	1017	cysP		COG4150	Thiosulfate-binding protein
